duration_1,duration_2,duration_3,duration_4,duration_5,loudness_level,popularity_level,tempo_class,time_signature,key_mode,artist_song_count,album_freq,movement_index,intensity_level,verbal_density,purity_score,positivity_index,activity_rate,loudness_intensity,happy_dance,acoustics_instrumental,artists_avg_popularity,tempo_vs_genre,energy_rank_pct,loud_energy_ratio,mood_pca,mood_cluster,acoustic_valence_mood_cluster,explicit,signal_strength,mode_indicator,focus_factor,ambient_level,key_sin,key_cos,duration_log,duration_log_z,time_signature_class_boolean,loudness_yeo,is_instrumental,is_dance_hit,temp_zscore,resonance_factor,timbre_index,echo_constant,distorted_movement,signal_power,target_class,target_regression
1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.2218242027933286,-0.9490996666749302,0.3864564736956955,-0.3018579177896762,-0.7998097962417634,1.2448861233257886,-0.1707360690440602,-0.946813336564392,-0.960680499877853,-0.1281497937120358,1.2690398254140782,-0.9785103502199896,-0.3062906680988242,-0.0137851174726716,-0.3590525552604231,1.57765530604231,-0.0094407509265958,-0.1575390772851378,1.2282316753667468,-1.5812435666834157,0.0,0.972,0.0,0.0736,0.0787,0.8660254037844386,0.5000000000000001,2.1015556294786286,1.993773449144717,1.0,2.011850215708407,0.0,0.0,-0.1281492316453741,-1.1140813582330875,0.18352650388571035,1,-0.2927281246149879,0.972,class_7,0.7962915862993843
0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,-2.0896691513416523,1.0206398512376478,-0.4310417321127855,-0.4296836652155242,-1.825497722941377,0.8350904264021478,1.1760609438513774,-0.946954981819089,-1.342536667544125,0.696317131096301,0.2492264974156727,-1.305558786380864,-0.3063159464255477,0.4887642609175344,0.5029094695451944,1.4553622163119198,-0.0094495942935945,-0.642702206060329,1.562235756300636,-1.5812435666834157,1.0,0.952,0.0,0.0135,0.0892,-1.0,-1.8369701987210294e-16,1.7203977227423584,0.6781434313641344,1.0,0.9894216733446966,0.0,0.0,0.6963140770403088,-0.63093083373779,0.8575398065707344,1,-0.1544331232622309,0.952,class_7,1.1101245181814503
0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.2218242027933286,0.2046049081024369,0.1700598898052152,-0.3870750827402415,-0.5693181273205017,0.5147697724749353,-0.1196637104089805,-0.8673344098291211,-1.107251554133594,-0.4384757283896518,-0.4471812403866613,-1.0228435826773523,-0.2958877275503624,0.6094062208987346,-0.6834914902323709,1.2142097849290452,-0.0094472657441478,-0.3210929422230993,0.2262194325650796,-1.5812435666834157,0.0,0.913,1.0,0.0769,0.0787,1.2246467991473532e-16,-1.0,1.795322558324563,0.9367589842022592,1.0,0.4359281753016293,0.0,0.0,-0.438473805229405,-0.9420601835742449,0.19815309595459152,1,-0.5750804190435332,0.913,class_7,0.6169584823667752
1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.2218242027933286,-0.0767864515993599,-0.5272179916196658,-0.4722922476908068,-2.43630064558272,0.3069888392943411,-0.3069290254042731,1.1159998889521554,-1.5442647237961054,-1.1627697216880584,0.6389212378956213,-1.4109773989700527,1.1788411865095745,0.1795218208623651,-1.4407249197761631,-0.8854663904084269,-0.0090995310237221,-1.8123390920317333,-1.1097968911704768,-0.9221413015168112,0.0,0.466,1.0,0.423,0.0764,0.4999999999999999,-0.8660254037844387,1.9350754749049024,1.4191394592653108,1.0,0.1407621783831391,0.0,0.0,-1.162764621764938,-0.5479958187411378,0.2721564403923721,1,-0.165957706708294,0.466,class_7,0.3479588264678613
0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,-2.0896691513416523,-1.511882386078524,0.3864564736956955,-0.3870750827402415,-0.6038918776586909,0.8816174487602905,-0.3863749166143972,-0.9450438234462678,-0.8526807756894124,0.0259290509913833,0.4627762355533478,-0.8746119072136971,-0.3061818459159189,-0.0137851174726716,-0.1979665141300966,1.1659094082048669,-0.0094279079614306,-0.1759556523597367,1.2282316753667468,-1.5812435666834157,0.0,0.905,0.0,0.0402,0.0839,0.0,1.0,1.7982936305789865,0.94701413508286,1.0,1.0833089837847478,0.0,0.0,0.0259289372662285,-0.21415031071118876,0.5239020769377278,1,-1.6699158464195254,0.905,class_7,0.9307914142488412
0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,-2.0896691513416523,0.1764657721322572,-0.4791298618662256,-0.3870750827402415,-2.263431893891774,-0.840280045348748,-0.0544045854863785,-0.943179278692296,-1.685435791842424,0.1938179501886791,-2.099133011636476,-1.4319599787307813,-0.3045881322765969,-0.5990708386958915,-0.0224423649616764,-0.1032859266973781,-0.0093849519319252,-1.496860539176199,-0.7757928102365876,-1.5812435666834157,0.0,0.664,0.0,0.264,0.0543,1.2246467991473532e-16,-1.0,3.2442953276813964,5.938129903241126,1.0,-1.0162436421495824,0.0,0.0,0.193817100100629,0.8371544863313845,0.6060325582381227,1,-0.3503510418453033,0.664,class_7,-0.3245403132794232
0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,-2.0896691513416523,0.4859962678042338,-0.4550857969895056,-0.4722922476908068,-2.004128766355355,-0.0489229984025619,0.1451559269581,-0.9470228873360964,-1.0262517609922637,-0.0224061397371843,-1.7979086950488916,-1.2346377273541265,-0.306308470883527,0.5984954493242074,-0.2484998922634248,1.1845063446975983,-0.0094696590777202,-0.5529118219325792,1.2282316753667468,-1.5812435666834157,0.0,0.908,1.0,0.933,0.319,-0.4999999999999997,-0.8660254037844388,1.5150759495966075,-0.0305588762109529,1.0,-0.2869634425432901,1.0,0.0,-0.022406041463564,-0.32115903870570245,0.5577429261461462,1,0.0991077125511563,0.908,class_7,0.7962915862993843
1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.2218242027933286,-1.230491026376727,-0.3589095374826255,-0.1314235878885456,0.0241979201517462,0.7010766953363867,-0.5140558132020968,-0.946927314380804,0.6708867619689463,-0.4379420064768448,0.1573434882660601,0.4029059054084153,-0.3062959067770414,0.4431260621029411,-0.6829334957188211,0.8627368013617542,-0.0094118602182165,0.8451768888226816,0.2262194325650796,0.0665120962330952,0.0,0.853,0.0,0.126,0.0919,0.4999999999999999,0.8660254037844387,1.9608761688274976,1.5081948528547768,1.0,0.7401663518889258,0.0,0.0,-0.4379400856575092,-1.5856257067695927,0.46821725232101896,1,-0.0449495805246316,0.853,class_7,0.303125550484709
1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.2218242027933286,-0.9209605307047504,-0.046336694085265,0.0390107420125849,-1.0360637568860562,0.548770288813578,-0.3031458877276005,-0.9468773926986817,-1.5562218361169684,-0.2059064048840796,-0.0609760168900649,-1.3266443258344582,-0.3061037064107176,-0.2857514295852964,-0.4403453809531686,0.6279352845654501,-0.0093966476500641,-0.9019826531686218,1.2282316753667468,-1.5812435666834157,0.0,0.809,1.0,0.831,0.0832,0.8660254037844386,0.5000000000000001,1.841205502924124,1.0951316117996548,1.0,0.4883238204375993,1.0,0.0,-0.2059055017759101,1.1400678464951604,0.07214724212322676,1,-0.8804818803642049,0.809,class_7,0.1237924465520998
0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,0.2218242027933286,-1.202351890406547,0.1700598898052152,-0.1740321703638283,-1.76211251398803,0.8167977509451004,-0.195326463942432,-0.9458798612553068,-1.122680086160514,-1.2720826409548056,0.2732164624330471,-1.2234787135832668,-0.3063175848836284,0.6094062208987346,-1.555009171082524,1.254487953754398,-0.0094372126048094,-0.5469570406929505,-0.1077846483688094,-1.5812435666834157,1.0,0.92,1.0,2.78e-05,0.157,0.4999999999999999,0.8660254037844387,2.1070567087128094,2.0127613406268825,1.0,0.9536219358128112,0.0,0.0,-1.2720770615837995,-0.8370901336150396,0.5884935214958577,1,-0.4022116673525872,0.92,class_7,0.7066250343330798
1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.533317556928309,1.3020312109394447,-0.2627332779757453,-0.4296836652155242,-2.274956477337837,0.7718613960180054,0.21136083629987,-0.9463550194345448,-1.2499654753826046,1.4342543907908327,0.1095015047746702,-1.334326935857978,-0.3063174879039005,0.3653166739600275,1.2744066338415971,1.3991307931423116,-0.0094486267780709,-0.6853325770972345,0.8942275944328577,-1.5812435666834157,0.0,0.943,0.0,0.000132,0.168,-0.8660254037844386,0.5000000000000001,1.8192287112176,1.0192750537888555,0.0,0.8681663320596474,0.0,0.0,1.434248100132423,-0.05872042710462872,0.7574001722142221,1,0.9980252213440765,0.943,class_7,0.7066250343330798
0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.2218242027933286,0.2046049081024369,0.1700598898052152,-0.1740321703638283,-2.2576696021687424,0.7211588716533628,-0.0137358554621483,-0.946349004774048,-1.176679948254734,-0.128950376581246,-0.0229945584306964,-1.3152743456340998,-0.3063111617736159,0.6094062208987346,-0.3598895470307474,1.4108906206303629,-0.0094515465401715,-0.6301744064381278,1.2282316753667468,-1.5812435666834157,1.0,0.945,1.0,0.0056,0.285,1.2246467991473532e-16,-1.0,1.6908335506380945,0.5760977658176674,1.0,0.7757049531224394,0.0,0.0,-0.1289498110032174,0.4465365069407115,0.4678514413738064,1,0.5082304248863958,0.945,class_7,0.6169584823667752
